Possession Status,Price,Covered Area,Carpet Area,City,Type of Property,bedroom,Bathroom,Parking,Location,Society,Ownership Type,isPrimeLocationProperty,Maintenance Charges
Under Construction,19900000.0,,574.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",Y,Freehold,Y,10.0
Ready to Move,59900000.0,1540.0,1134.0,Mumbai,Apartment,3,3.0,2 Covered,"Andheri West, Mumbai",Y,Freehold,Y,20000.0
Ready to Move,65000000.0,,1792.0,Mumbai,Apartment,5,4.0,3 Covered,"Andheri West, Mumbai",N,,Y,
Ready to Move,41500000.0,1800.0,1118.0,Mumbai,Apartment,3,3.0,2 Covered,"Lokhandwala Complex, Mumbai",Y,Freehold,Y,12.0
Ready to Move,21000000.0,1100.0,800.0,Mumbai,Apartment,2,2.0,1 Covered,"Veera Desai Road, Mumbai",Y,Co-operative Society,Y,0.0
Ready to Move,65500000.0,1897.0,1628.0,Mumbai,Apartment,3,4.0,1 Covered,"4 Bunglows, Mumbai",Y,Freehold,Y,15000.0
Under Construction,35500000.0,1800.0,1125.0,Mumbai,Apartment,3,3.0,2 Covered,"Seven Bungalows, Mumbai",Y,Co-operative Society,Y,10000.0
Ready to Move,140000000.0,3500.0,2400.0,Mumbai,Apartment,4,5.0,2 Covered,"Andheri West, Mumbai",Y,Freehold,Y,35000.0
Under Construction,24500000.0,890.0,665.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Andheri West, Mumbai",Y,Freehold,Y,5.0
Ready to Move,100000000.0,3500.0,2300.0,Mumbai,Apartment,5,6.0,4 Covered,"Andheri West, Mumbai",Y,Freehold,Y,30000.0
Under Construction,37100000.0,1250.0,1173.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",Y,Freehold,Y,1.0
Under Construction,27300000.0,1023.0,823.0,Mumbai,Apartment,2,2.0,1 Covered,"Laxmi Industrial Estate, Mumbai",Y,Freehold,Y,1.0
Under Construction,50000000.0,1750.0,1100.0,Mumbai,Apartment,3,3.0,2 Covered,"Lallu Bhai Park, Mumbai",Y,Freehold,Y,10000.0
Dec '23,12300000.0,312.0,,Mumbai,Apartment,1,1.0,1 Covered,"Andheri West, Mumbai",N,,Y,
Dec '23,27000000.0,675.0,,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,,Y,
Dec '25,36100000.0,,1185.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,Y,
Dec '25,23800000.0,,783.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Under Construction,26500000.0,1101.0,801.0,Mumbai,Apartment,2,2.0,1 Covered,"Azad Nagar 2, Mumbai",Y,Freehold,Y,11.0
Dec '25,26620000.0,,645.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,,Y,
Dec '25,33504508.0,,765.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Under Construction,19900000.0,,574.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",Y,Freehold,Y,10.0
Ready to Move,59900000.0,1540.0,1134.0,Mumbai,Apartment,3,3.0,2 Covered,"Andheri West, Mumbai",Y,Freehold,Y,20000.0
Ready to Move,65000000.0,,1792.0,Mumbai,Apartment,5,4.0,3 Covered,"Andheri West, Mumbai",N,,Y,
Ready to Move,34800000.0,100.0,1110.0,Mumbai,Apartment,3,3.0,,"Lokhandwala Complex, Mumbai",Y,Co-operative Society,Y,
,,950.0,,Mumbai,Apartment,2,,,"Andheri West, Mumbai",Y,,Y,
Select Date,,582.0,,Mumbai,Apartment,1,2.0,,"Andheri West, Mumbai",Y,,Y,
,,750.0,,Mumbai,Apartment,2,,,"D.N. Nagar, Mumbai",Y,,Y,
Ready to Move,2600000.0,230.0,200.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,Power Of Attorney,Y,
Ready to Move,10500000.0,1125.0,,Mumbai,Apartment,2,2.0,1 Open,"Andheri West, Mumbai",Y,,Y,
Ready to Move,17800000.0,1300.0,735.0,Mumbai,Apartment,2,2.0,,"Lokhandwala Complex, Mumbai",Y,,Y,5000.0
Ready to Move,2300000.0,475.0,400.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,,Y,
Ready to Move,8500000.0,3000.0,300.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,Co-operative Society,Y,
Ready to Move,800000.0,250.0,180.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,,Y,
Under Construction,2278000.0,613.0,454.0,Mumbai,Apartment,1,1.0,,"Laxmi Industrial Estate, Mumbai",Y,Freehold,N,
Ready to Move,125000000.0,2000.0,,Mumbai,Apartment,6,4.0,2 Covered,"Andheri West, Mumbai",Y,Co-operative Society,Y,25000.0
Under Construction,30382500.0,805.0,805.0,Mumbai,Apartment,3,3.0,1 Covered,"Andheri West, Mumbai",Y,Freehold,Y,7.0
Ready to Move,28000000.0,1290.0,780.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",Y,Co-operative Society,Y,6000.0
Ready to Move,9500000.0,614.0,,Mumbai,Apartment,1,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,9800000.0,430.0,,Mumbai,Builder Floor Apartment,1,1.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,16000000.0,945.0,700.0,Mumbai,Apartment,2,2.0,1 Open,"Andheri West, Mumbai",N,,N,
Ready to Move,34200000.0,1243.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,3700000.0,1150.0,900.0,Nagpur,Apartment,2,2.0,,"Andheri West, Nagpur",N,Freehold,N,
Under Construction,23500000.0,,650.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,30000000.0,1150.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,112000000.0,1600.0,,Mumbai,Apartment,4,4.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,22500000.0,585.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,17000000.0,1002.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,2000000.0,355.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,42500000.0,1350.0,,Mumbai,Apartment,3,4.0,1 Covered,"Andheri West, Mumbai",N,,N,
Ready to Move,22000000.0,855.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,15000000.0,852.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,25000000.0,1185.0,,Mumbai,Apartment,3,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,26000000.0,1500.0,,Mumbai,Apartment,3,3.0,1 Open,"Andheri West, Mumbai",N,,N,
Ready to Move,30000000.0,1150.0,,Mumbai,Apartment,2,2.0,1 Covered,"Lokhandwala Complex, Mumbai",N,,Y,
Ready to Move,24000000.0,800.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,45000000.0,1750.0,1100.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",Y,,Y,8000.0
Ready to Move,21000000.0,900.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,Co-operative Society,Y,4900.0
Ready to Move,11500000.0,309.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,25000000.0,618.0,,Mumbai,Apartment,1,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,20000000.0,970.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,17500000.0,1090.0,680.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",Y,Freehold,Y,
Ready to Move,19000000.0,1000.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,6000000.0,280.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,20000000.0,,603.0,Mumbai,Apartment,2,2.0,,"Versova Marg, Mumbai",N,,N,
Ready to Move,25000000.0,960.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,22500000.0,700.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,40000000.0,1500.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,14200000.0,599.0,,Mumbai,Apartment,1,1.0,,"Lokhandwala Complex, Mumbai",N,,N,
Ready to Move,9500000.0,700.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,26400000.0,1350.0,847.0,Mumbai,Apartment,3,1.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,60000000.0,1685.0,,Mumbai,Apartment,3,4.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,14000000.0,,510.0,Mumbai,Apartment,1,2.0,,"4 Bunglows, Mumbai",N,Freehold,N,
Ready to Move,9500000.0,580.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,200000000.0,1344.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,29000000.0,1400.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,35000000.0,858.0,858.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,Freehold,N,
Ready to Move,18000000.0,1090.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,53500000.0,1055.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,70000000.0,1460.0,1450.0,Mumbai,Apartment,3,3.0,1 Covered,"Andheri West, Mumbai",N,,N,
Ready to Move,26000000.0,1075.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,33000000.0,1350.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,26000000.0,1065.0,719.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,14800000.0,605.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,29000000.0,900.0,650.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,Co-operative Society,Y,
Ready to Move,40000000.0,1500.0,,Mumbai,Apartment,4,2.0,,"Seven Bungalows, Mumbai",N,,Y,
Ready to Move,16000000.0,520.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,9000000.0,700.0,460.0,Mumbai,Apartment,1,2.0,1 Open,"Andheri West, Mumbai",Y,,Y,
Ready to Move,15000000.0,700.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,45000000.0,1068.0,,Mumbai,Apartment,3,3.0,,"Seven Bungalows, Mumbai",N,Co-operative Society,Y,
Ready to Move,18000000.0,900.0,585.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,Co-operative Society,Y,
Ready to Move,15000000.0,280.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,28500000.0,943.0,,Mumbai,Apartment,3,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,12500000.0,433.0,320.0,Mumbai,Apartment,1,1.0,,"DN Nagar, Mumbai",N,,Y,
Ready to Move,12600000.0,,330.0,Mumbai,Apartment,1,1.0,,"D.N. Nagar, Mumbai",N,,N,
Ready to Move,23000000.0,702.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,22500000.0,1000.0,670.0,Mumbai,Apartment,2,2.0,,"Lallu Bhai Park, Mumbai",N,Freehold,N,
Ready to Move,36500000.0,1600.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,7500000.0,600.0,440.0,Mumbai,Apartment,1,2.0,,"Andheri West, Mumbai",Y,Freehold,Y,0.0
Ready to Move,32400000.0,1405.0,1050.0,Mumbai,Apartment,3,3.0,2 Covered,"Lokhandwala Complex, Mumbai",N,Freehold,N,7000.0
Ready to Move,58000000.0,1500.0,1200.0,Mumbai,Apartment,3,3.0,,"4 Bunglows, Mumbai",N,,Y,
Ready to Move,26000000.0,1000.0,850.0,Mumbai,Apartment,2,2.0,1 Open,"Andheri West, Mumbai",N,,N,2497.0
Ready to Move,54900000.0,1470.0,1275.0,Mumbai,Apartment,3,3.0,1 Open,"Lokhandwala Complex, Mumbai",N,Freehold,Y,3300.0
Ready to Move,31500000.0,1260.0,800.0,Mumbai,Apartment,3,2.0,1 Open,"Andheri West, Mumbai",Y,Co-operative Society,Y,5609.0
Ready to Move,42500000.0,1540.0,1200.0,Mumbai,Apartment,3,2.0,1 Covered,"Andheri West, Mumbai",N,,Y,5000.0
Ready to Move,29500000.0,1387.0,1020.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",Y,Co-operative Society,Y,
Ready to Move,27000000.0,890.0,790.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,3500.0
Ready to Move,45000000.0,1350.0,1080.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",Y,,Y,0.0
Ready to Move,33000000.0,1800.0,1120.0,Mumbai,Apartment,3,3.0,2 Covered,"Andheri West, Mumbai",Y,Freehold,Y,14000.0
Ready to Move,14000000.0,600.0,420.0,Mumbai,Apartment,1,1.0,1 Covered,"Andheri West, Mumbai",N,Freehold,Y,7500.0
Ready to Move,100000000.0,3500.0,2000.0,Mumbai,Apartment,4,4.0,4 Covered,"Andheri West, Mumbai",Y,Freehold,Y,20000.0
Ready to Move,6000000.0,1550.0,,Nagpur,Apartment,3,2.0,,"Andheri West, Nagpur",N,Freehold,Y,
Ready to Move,32500000.0,1600.0,985.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,Co-operative Society,Y,8000.0
Ready to Move,22000000.0,800.0,720.0,Mumbai,Apartment,2,2.0,1 Open,"Andheri West, Mumbai",Y,Co-operative Society,Y,4000.0
Ready to Move,23000000.0,875.0,650.0,Mumbai,Apartment,2,2.0,1 Covered,"Seven Bungalows, Mumbai",N,,Y,0.0
Ready to Move,25000000.0,1250.0,1250.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",Y,Freehold,Y,0.0
Ready to Move,21600000.0,1100.0,720.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,Freehold,Y,3200.0
Under Construction,11500000.0,400.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,Freehold,Y,
Ready to Move,25500000.0,1100.0,7125.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",Y,Co-operative Society,Y,10000.0
Ready to Move,19000000.0,750.0,580.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",Y,,Y,
Under Construction,46700000.0,2200.0,1522.0,Mumbai,Apartment,3,2.0,,"Andheri West, Mumbai",N,Freehold,Y,
Under Construction,46200000.0,2010.0,1523.0,Mumbai,Apartment,3,4.0,2 Covered,"Andheri West, Mumbai",Y,Freehold,Y,1.0
Ready to Move,32000000.0,1300.0,1100.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",Y,Freehold,Y,0.0
Ready to Move,27500000.0,1050.0,805.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",Y,Freehold,Y,0.0
Ready to Move,13800000.0,800.0,600.0,Mumbai,Apartment,2,2.0,1 Open,"Amboli, Mumbai",Y,Co-operative Society,Y,2500.0
Ready to Move,61000000.0,2000.0,1650.0,Mumbai,Apartment,4,4.0,"1 Covered, 1 Open","Lokhandwala Complex, Mumbai",Y,Freehold,Y,30000.0
Ready to Move,34000000.0,1799.0,1550.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",Y,Freehold,Y,7000.0
Ready to Move,54000000.0,1735.0,1400.0,Mumbai,Apartment,4,4.0,"2 Covered, 2 Open","Andheri West, Mumbai",Y,Freehold,Y,15000.0
Ready to Move,55000000.0,1607.0,1150.0,Mumbai,Apartment,3,3.0,2 Covered,"Andheri West, Mumbai",Y,Freehold,Y,
Ready to Move,30000000.0,1229.0,,Mumbai,Apartment,2,2.0,1 Open,"Versova Marg, Mumbai",Y,Co-operative Society,Y,6300.0
Ready to Move,69000000.0,1600.0,1400.0,Mumbai,Apartment,3,3.0,3 Covered,"4 Bunglows, Mumbai",Y,Freehold,Y,22000.0
Under Construction,13500000.0,716.0,448.0,Mumbai,Apartment,1,2.0,1 Covered,"DN Nagar, Mumbai",Y,Leasehold,Y,4400.0
Ready to Move,40000000.0,1700.0,1100.0,Mumbai,Apartment,3,3.0,1 Covered,"4 Bunglows, Mumbai",Y,Freehold,Y,50000.0
Under Construction,30241512.0,756.0,756.0,Mumbai,Apartment,2,2.0,1 Covered,"Lallu Bhai Park, Mumbai",Y,Freehold,Y,7600.0
Ready to Move,32500000.0,1425.0,864.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",Y,Freehold,Y,12960.0
Ready to Move,25000000.0,600.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,25000000.0,650.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,12000000.0,520.0,,Mumbai,Apartment,1,2.0,1 Open,"Andheri West, Mumbai",N,Freehold,N,
Ready to Move,21500000.0,640.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,19000000.0,1090.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,6000000.0,310.0,230.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,Freehold,N,
Ready to Move,15000000.0,555.0,425.0,Mumbai,Apartment,1,2.0,1 Covered,"Andheri West, Mumbai",Y,Freehold,N,7000.0
Ready to Move,16000000.0,800.0,,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,,N,
Ready to Move,18000000.0,800.0,550.0,Mumbai,Apartment,2,2.0,,"Amboli, Mumbai",Y,,N,
Ready to Move,14000000.0,450.0,,Mumbai,Apartment,1,,,"Andheri West, Mumbai",Y,,Y,
Under Construction,18500000.0,570.0,,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,Freehold,Y,
Ready to Move,19500000.0,806.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,18000000.0,585.0,585.0,Mumbai,Apartment,1,2.0,,"Andheri West, Mumbai",N,Freehold,Y,
Ready to Move,135000000.0,4450.0,3300.0,Mumbai,Penthouse,4,5.0,,"Amboli, Mumbai",N,,Y,
Ready to Move,26500000.0,900.0,585.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,,Y,
Ready to Move,13500000.0,575.0,461.0,Mumbai,Apartment,1,1.0,2 Open,"Andheri West, Mumbai",N,Co-operative Society,Y,
Ready to Move,30000000.0,1750.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,13000000.0,462.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,4500000.0,270.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,17100000.0,944.0,,Mumbai,Apartment,2,2.0,,"D.N. Nagar, Mumbai",N,,N,
Ready to Move,57500000.0,1500.0,,Mumbai,Apartment,3,3.0,2 Open,"Andheri West, Mumbai",N,Freehold,N,
Ready to Move,50000000.0,1550.0,1550.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,20000000.0,700.0,555.0,Mumbai,Apartment,1,2.0,,"Andheri West, Mumbai",N,Co-operative Society,N,
Ready to Move,20000000.0,1200.0,,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,,N,
Ready to Move,17500000.0,999.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,14500000.0,600.0,585.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,Freehold,N,
Ready to Move,30000000.0,600.0,560.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",Y,,N,
Ready to Move,35000000.0,1470.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,10500000.0,380.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,16500000.0,565.0,465.0,Mumbai,Apartment,1,2.0,,"Lokhandwala Complex, Mumbai",Y,Freehold,N,
Ready to Move,120000000.0,2700.0,2000.0,Mumbai,Apartment,4,4.0,,"Andheri West, Mumbai",N,Freehold,N,
Ready to Move,21000000.0,750.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,4200000.0,430.0,400.0,Mumbai,Builder Floor Apartment,1,1.0,,"Andheri West, Mumbai",N,Freehold,N,
Ready to Move,8000000.0,600.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,9000000.0,,365.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,,N,
Ready to Move,10000000.0,500.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,13000000.0,,520.0,Mumbai,Apartment,1,2.0,1 Open,"Andheri West, Mumbai",N,Co-operative Society,N,
Ready to Move,19000000.0,595.0,540.0,Mumbai,Apartment,2,2.0,1 Open,"Andheri West, Mumbai",N,,N,
Ready to Move,17000000.0,1180.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,26000000.0,1515.0,,Mumbai,Apartment,3,3.0,1 Covered,"Andheri West, Mumbai",Y,Freehold,Y,
Ready to Move,13000000.0,522.0,,Mumbai,Builder Floor Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,12500000.0,508.0,,Mumbai,Apartment,1,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,11700000.0,595.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,Co-operative Society,Y,
Ready to Move,20000000.0,850.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,14500000.0,610.0,,Mumbai,Builder Floor Apartment,1,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,8500000.0,450.0,350.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,Co-operative Society,Y,
Ready to Move,26000000.0,1540.0,,Mumbai,Apartment,3,2.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,6200000.0,375.0,269.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,Freehold,Y,
Ready to Move,60000000.0,,1600.0,Mumbai,Apartment,4,4.0,1 Open,"Andheri West, Mumbai",N,Freehold,Y,
Ready to Move,15000000.0,415.0,,Mumbai,Apartment,1,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,22500000.0,994.0,,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,,N,
Ready to Move,9500000.0,412.0,450.0,Mumbai,Apartment,1,2.0,,"Andheri West, Mumbai",N,Freehold,N,
Ready to Move,100000000.0,,1800.0,Mumbai,Apartment,4,4.0,,"Lokhandwala Complex, Mumbai",Y,,N,14000.0
Ready to Move,10500000.0,430.0,,Mumbai,Apartment,1,1.0,,"Seven Bungalows, Mumbai",N,,N,
Ready to Move,16500000.0,750.0,650.0,Mumbai,Apartment,1,2.0,1 Open,"Andheri West, Mumbai",N,Co-operative Society,N,
,37500000.0,1663.0,1230.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,4000000.0,215.0,215.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,,N,
Ready to Move,14000000.0,415.0,,Mumbai,Apartment,1,1.0,,"Veera Desai Road, Mumbai",N,,N,
Ready to Move,12800000.0,1000.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",Y,Freehold,N,
Ready to Move,20000000.0,900.0,780.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,17000000.0,510.0,,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,Co-operative Society,N,
Ready to Move,35000000.0,1395.0,,Mumbai,Apartment,3,3.0,1 Covered,"Four Bungalows, Mumbai",N,,N,
Ready to Move,10000000.0,311.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,14000000.0,600.0,,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,N,
Ready to Move,38000000.0,1700.0,,Mumbai,Apartment,3,3.0,1 Covered,"Andheri West, Mumbai",N,,N,
Ready to Move,9000000.0,400.0,305.0,Mumbai,Apartment,1,1.0,1 Open,"Amboli, Mumbai",Y,Co-operative Society,N,
Ready to Move,17000000.0,780.0,,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",Y,Freehold,N,4300.0
Ready to Move,3000000.0,330.0,,Mumbai,Residential House,1,1.0,,,N,Power Of Attorney,N,
Ready to Move,6000000.0,,230.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,,N,
Ready to Move,10500000.0,,350.0,Mumbai,Residential House,1,1.0,,,Y,,Y,650.0
Ready to Move,16000000.0,890.0,750.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,,Y,
Ready to Move,5500000.0,360.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,14000000.0,675.0,550.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",Y,Freehold,Y,
Ready to Move,12000000.0,500.0,,Mumbai,Apartment,1,2.0,,"Four Bungalows, Mumbai",N,,Y,
Ready to Move,13000000.0,550.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,10000000.0,400.0,,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",N,,Y,
Ready to Move,17000000.0,640.0,640.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,Freehold,Y,
Ready to Move,28500000.0,889.0,,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,Freehold,Y,
Ready to Move,18500000.0,850.0,625.0,Mumbai,Apartment,2,2.0,2 Open,"Versova Marg, Mumbai",Y,,Y,2800.0
Ready to Move,43500000.0,1790.0,1140.0,Mumbai,Apartment,3,3.0,2 Covered,"Andheri West, Mumbai",Y,Freehold,Y,12.0
Ready to Move,17000000.0,680.0,580.0,Mumbai,Apartment,1,2.0,,"Andheri West, Mumbai",Y,Freehold,Y,
Ready to Move,9000000.0,550.0,440.0,Mumbai,Apartment,1,1.0,1 Covered,"D.N. Nagar, Mumbai",Y,Freehold,Y,
Ready to Move,33000000.0,,765.0,Mumbai,Apartment,2,2.0,,"Lallu Bhai Park, Mumbai",Y,Freehold,Y,
Ready to Move,52500000.0,1550.0,1360.0,Mumbai,Apartment,3,3.0,2 Covered,"Lokhandwala Complex, Mumbai",Y,Freehold,Y,21000.0
Ready to Move,38000000.0,1400.0,1100.0,Mumbai,Apartment,3,3.0,1 Covered,"Andheri West, Mumbai",Y,Freehold,Y,10000.0
Ready to Move,15000000.0,,500.0,Mumbai,Apartment,1,1.0,,"Andheri West, Mumbai",Y,,N,
